,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,days_since_last_review,minimum_amount_spent,rating_score
4460,49634438,Aparthotel in San Francisco · ★4.62 · 1 bedroom · 1 bed · 1 bath,399069771,Marina Motel,Marina,37.799881,-122.435287,Entire home/apt,176,1,144,2023-11-24,4.77,11,362,47,Licensed hotel/B&B,47,176,3.0638297872340425
4462,49636107,Home in San Francisco · ★4.81 · 4 bedrooms · 4 beds · 2 baths,400352309,Hou Dong,Bayview,37.73407,-122.40326,Entire home/apt,388,4,53,2023-11-16,1.87,1,173,14,STR-0005548,55,1552,0.9636363636363636
4463,49636117,Home in San Francisco · ★5.0 · 2 bedrooms · 3 beds · 2 baths,2577011,Sarah,Parkside,37.73937,-122.47785,Entire home/apt,336,4,19,2023-08-19,0.65,2,0,5,STR-0005098,144,1344,0.13194444444444445
4464,49639075,Guest suite in San Francisco · ★4.91 · 1 bedroom · 2 beds · 1 bath,46884383,Kinsley,Parkside,37.74192,-122.48817,Entire home/apt,130,5,56,2023-10-02,1.8,1,7,15,STR-0005099,100,650,0.56
4465,49640324,Home in San Francisco · ★4.87 · 1 bedroom · 1 bed · 3 shared baths,344223871,Jeffrey,Western Addition,37.7737,-122.42865,Private room,76,1,207,2023-11-23,7.26,3,141,91,STR-0005398,48,76,4.3125
4466,49669023,Guest suite in San Francisco · ★4.94 · 1 bedroom · 1 bed · 1 bath,1547845,Aileen,Inner Sunset,37.76272,-122.4664,Entire home/apt,145,2,65,2022-10-03,2.18,1,0,0,pending,464,290,0.1400862068965517
4470,49708275,Condo in San Francisco · ★4.89 · 1 bedroom · 3 beds · 1 private bath,1753794,Ashish,Castro/Upper Market,37.76584,-122.43616,Private room,113,1,250,2023-11-27,8.11,5,111,95,STR-0005549,44,113,5.681818181818182
4471,49714479,Guesthouse in San Francisco · ★4.90 · 1 bedroom · 1 bed · 1 bath,1753794,Ashish,Castro/Upper Market,37.76626,-122.43643,Entire home/apt,139,1,285,2023-11-27,9.34,5,0,92,STR-0004559,44,139,6.4772727272727275
4473,49718825,Rental unit in San Francisco · ★4.85 · Studio · 2 beds · 1 bath,400992467,Adam,Glen Park,37.73881,-122.43529,Entire home/apt,155,5,34,2023-11-18,1.43,1,81,14,0010356,53,775,0.6415094339622641
4478,49773913,Guest suite in San Francisco · ★4.42 · 1 bedroom · 1 bed · 1 private bath,46740514,Freddi,Mission,37.75431,-122.41199,Private room,85,3,12,2023-11-21,0.74,2,158,10,2021-004622STR,50,255,0.24
4480,49797916,Condo in San Francisco · 2 bedrooms · 1 bed · 1.5 shared baths,15068891,Sharon,Russian Hill,37.80043,-122.41257,Private room,149,5,2,2023-11-18,0.07,3,34,1,2023-003147STR,53,745,0.03773584905660377
4481,49832411,Guesthouse in San Francisco · ★4.98 · Studio · 1 bed · 1 bath,39651978,Linda,Crocker Amazon,37.71076004257231,-122.43362309501968,Entire home/apt,105,3,44,2023-11-18,3.8,1,191,44,2022-011971STR,53,315,0.8301886792452831
4483,49835338,Home in San Francisco · ★4.75 · 3 bedrooms · 3 beds · 2 baths,401899585,Bin,Bayview,37.72212,-122.40008,Entire home/apt,163,2,71,2023-11-24,3.1,1,152,40,STR-0005550,47,326,1.5106382978723405
4491,49887963,Rental unit in San Francisco · ★4.95 · 2 bedrooms · 2 beds · 1 bath,17157402,Brooke,Parkside,37.73726,-122.50636,Entire home/apt,230,3,82,2023-11-15,2.71,1,29,39,STR-0005437,56,690,1.4642857142857142
4494,49908370,Boutique hotel in San Francisco · ★4.69 · 1 bedroom · 2 beds · 1 private bath,387130426,Hotel Del Sol,Marina,37.79937,-122.433929,Private room,172,1,178,2023-11-11,7.26,3,356,92,Exempt,60,172,2.966666666666667
4500,50010586,Guest suite in San Francisco · ★4.99 · 2 bedrooms · 2 beds · 1.5 baths,3589289,Laurel,Mission,37.757568,-122.412605,Entire home/apt,265,3,112,2023-11-27,3.76,1,139,49,STR-0004717,44,795,2.5454545454545454
4503,50037067,Guest suite in San Francisco · ★4.95 · 2 bedrooms · 2 beds · 1 bath,24643747,Helena,Inner Sunset,37.75495,-122.45631,Entire home/apt,283,1,87,2023-11-27,2.98,1,163,33,STR-0005185,44,283,1.9772727272727273
4505,50064502,Condo in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 bath,15674293,Mariam,Marina,37.804,-122.43947,Private room,234,2,11,2023-08-31,0.42,2,339,2,2023-003150STR,132,468,0.08333333333333333
4506,50065326,Boutique hotel in San Francisco · ★4.53 · 1 bedroom · 1 bed · 1 private bath,387130426,Hotel Del Sol,Marina,37.79995,-122.43471,Private room,170,1,102,2023-10-09,3.36,3,347,21,licensed hotel/B&B,93,170,1.096774193548387
4507,50065520,Boutique hotel in San Francisco · ★4.57 · 1 bedroom · 2 beds · 1 private bath,387130426,Hotel Del Sol,Marina,37.79937,-122.433929,Private room,209,1,20,2023-09-29,0.68,3,0,2,Exempt,103,209,0.1941747572815534
4511,50115550,Loft in San Francisco · ★5.0 · 1 bedroom · 1 bed · 2 baths,69699441,Spiro,South of Market,37.78514,-122.39431,Entire home/apt,120,30,9,2023-11-30,0.32,1,332,5,3749166,41,3600,0.21951219512195122
4514,50138177,Guest suite in San Francisco · ★4.96 · 1 bedroom · 2 beds · 1 bath,699889,Neha,Western Addition,37.78013151607407,-122.4345963497228,Entire home/apt,174,4,28,2023-12-02,5.22,1,152,28,2023-003418STR,39,696,0.717948717948718
4515,50159258,Guest suite in San Francisco · ★4.91 · 1 bedroom · 2 beds · 1 bath,404429929,Hui,Visitacion Valley,37.71293,-122.41278,Entire home/apt,110,1,196,2023-11-27,6.47,1,159,66,pending,44,110,4.454545454545454
4519,50191488,Home in San Francisco · ★4.68 · 3 bedrooms · 3 beds · 2.5 baths,405088582,Viktoria,Outer Richmond,37.77536,-122.48057,Entire home/apt,129,30,65,2023-10-04,2.17,1,60,4,pending,98,3870,0.6632653061224489
4525,50241143,Guest suite in San Francisco · ★4.92 · 2 bedrooms · 4 beds · 2 baths,405598639,Aleksandra,Outer Mission,37.7262,-122.44664,Entire home/apt,148,2,151,2023-11-17,5.3,3,62,60,STR-0005008,54,296,2.7962962962962963
4526,50242959,Home in San Francisco · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,988375,Jennifer,Outer Sunset,37.75581,-122.48659,Entire home/apt,255,3,34,2023-11-06,1.16,19,31,12,STR-0005164,65,765,0.5230769230769231
4527,50246462,Condo in San Francisco · ★4.71 · 2 bedrooms · 2 beds · 1 bath,2077504,John,Castro/Upper Market,37.76008,-122.43284,Entire home/apt,382,3,24,2023-11-25,0.8,1,210,17,pending,46,1146,0.5217391304347826
4528,50246512,Guest suite in San Francisco · ★4.92 · 1 bedroom · 1 bed · 1 bath,2607120,Gregory,Excelsior,37.71738,-122.43535,Entire home/apt,145,30,49,2023-10-21,1.65,2,163,11,STR-0003035,81,4350,0.6049382716049383
4529,50247583,Home in San Francisco · ★4.85 · 1 bedroom · 1 bed · 1.5 shared baths,3384322,Gianmatteo,Bernal Heights,37.74808,-122.41846,Private room,110,2,26,2023-10-07,0.87,4,57,3,STR-0005595,95,220,0.2736842105263158
4531,50265268,Guest suite in San Francisco · ★4.89 · 1 bedroom · 1 bed · 1 bath,405833235,Simone,Outer Sunset,37.75453,-122.49828,Entire home/apt,159,2,85,2023-11-19,2.9,1,28,25,str-0003952,52,318,1.6346153846153846
4532,50271268,Condo in San Francisco · ★4.99 · 1 bedroom · 1 bed · 1 shared bath,3926041,Jason,Western Addition,37.774323,-122.43644,Private room,91,2,211,2023-12-03,7.1,3,284,89,pending,38,182,5.552631578947368
4536,50306339,Serviced apartment in San Francisco · 1 bedroom · 3 beds · 1 bath,74021003,Jaqi,Russian Hill,37.80639,-122.42157,Entire home/apt,700,2,1,2021-07-16,0.03,1,34,0,Timeshare,908,1400,0.0011013215859030838
4538,50313649,Home in San Francisco · 4 bedrooms · 4 beds · 2 baths,56859317,Nikki,Ocean View,37.71965321635519,-122.45347500534086,Entire home/apt,500,2,2,2023-11-11,0.94,1,262,2,2023-008625STR,60,1000,0.03333333333333333
4542,50331188,Home in San Francisco · ★4.71 · 2 bedrooms · 2 beds · 1 shared bath,404949384,Yee Hung,Inner Richmond,37.77417,-122.4658,Private room,106,1,133,2023-10-27,4.44,1,0,43,pending,75,106,1.7733333333333334
4543,50331470,Condo in San Francisco · ★5.0 · 2 bedrooms · 4 beds · 2 baths,39768022,Conor,Nob Hill,37.78948,-122.42177,Entire home/apt,379,31,3,2021-07-05,0.1,2,179,0,0013467,919,11749,0.003264417845484222
4547,50361081,Guest suite in San Francisco · ★4.94 · 1 bedroom · 2 beds · 1 bath,4184630,Kevin,Bernal Heights,37.74732,-122.4182,Entire home/apt,150,2,69,2023-11-11,2.32,1,0,27,STR-0005325,60,300,1.15
4548,50365548,Guest suite in San Francisco · ★4.92 · 3 bedrooms · 4 beds · 2 baths,43050384,Hua,Outer Sunset,37.75769,-122.47922,Entire home/apt,207,1,208,2023-12-02,6.93,1,275,74,STR-0003572,39,207,5.333333333333333
4550,50379502,Guest suite in San Francisco · ★4.96 · 1 bedroom · 1 bed · 1 bath,2504274,Elyse,Outer Sunset,37.74551,-122.50493,Entire home/apt,170,2,126,2023-11-26,4.68,2,0,51,STR-0005127,45,340,2.8
4552,50380218,Villa in San Francisco · ★4.92 · 4 bedrooms · 5 beds · 3.5 baths,406974141,Sofi,Inner Sunset,37.76393,-122.45396,Entire home/apt,1800,3,12,2022-10-23,0.43,1,360,0,STR-0005203,444,5400,0.02702702702702703
4561,50384733,Hotel in San Francisco · Studio · 1 bed · 1 bath,303137606,Hotel Spero,Downtown/Civic Center,37.78696,-122.41056,Private room,204,1,1,2022-08-14,0.06,10,0,0,0483903,514,204,0.0019455252918287938
4564,50418118,Rental unit in San Francisco · ★4.87 · 2 bedrooms · 2 beds · 1 bath,407320253,Patti,Inner Richmond,37.77989,-122.47628,Entire home/apt,143,3,85,2023-11-20,2.87,1,44,35,STR-0004914,51,429,1.6666666666666667
4565,50429144,Home in San Francisco · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,131200418,Lois,Lakeshore,37.72955,-122.48955,Private room,67,1,37,2023-11-01,1.23,31,365,13,pending,70,67,0.5285714285714286
4566,50444103,Condo in San Francisco · ★4.96 · 1 bedroom · 1 bed · 1 bath,1393654,Gary,Bernal Heights,37.7448780496869,-122.41357744832642,Entire home/apt,130,3,80,2023-10-26,2.81,1,31,36,2021-006321STR,76,390,1.0526315789473684
4567,50452457,Guest suite in San Francisco · ★4.65 · 1 bedroom · 1 bed · 1 shared bath,131200418,Lois,Lakeshore,37.72992,-122.4892,Private room,50,1,34,2023-09-15,1.24,31,365,11,City Registration Pending,117,50,0.2905982905982906
4569,50465584,Villa in San Francisco · ★5.0 · 3 bedrooms · 3 beds · 3 baths,34423369,Henda,Twin Peaks,37.75612043479776,-122.44174993761654,Entire home/apt,579,1,8,2023-11-26,2.93,1,181,8,2023-005578STR,45,579,0.17777777777777778
4570,50471530,Home in San Francisco · ★4.75 · 4 bedrooms · 6 beds · 2 baths,49384981,Dawn,Glen Park,37.74107,-122.4318,Entire home/apt,321,2,68,2023-11-26,3.34,1,0,30,2022-001544STR,45,642,1.511111111111111
4572,50488642,Hostel in San Francisco · ★4.71 · 1 bedroom · 1 bed · 1 private bath,407298390,San Francisco,Marina,37.80098,-122.425865,Private room,137,1,618,2023-11-14,21.07,9,0,78,Exempt,57,137,10.842105263157896
4573,50489340,Boutique hotel in San Francisco · ★4.53 · 1 bedroom · 1 bed · 1 private bath,76841544,Steve,Downtown/Civic Center,37.78504,-122.41254,Private room,86,1,92,2023-11-01,3.22,6,143,19,0475941,70,86,1.3142857142857143
4580,50547535,Home in San Francisco · ★4.97 · 2 bedrooms · 1 bed · 1 bath,29591034,Brian,Nob Hill,37.78874,-122.42099,Entire home/apt,275,3,61,2023-11-13,2.92,4,0,36,2022-003175STR,58,825,1.0517241379310345
4583,50549243,Home in San Francisco · ★4.95 · 1 bedroom · 1 bed · 1 bath,737738,Ting Ting,Western Addition,37.77315,-122.42634,Entire home/apt,199,3,20,2023-07-29,0.67,1,17,4,STR-0005163,165,597,0.12121212121212122
4584,50581810,Guest suite in San Francisco · ★4.91 · 1 bedroom · 1 bed · 1 bath,43453992,Alison,Outer Sunset,37.74872,-122.49485,Entire home/apt,140,1,182,2023-11-22,8.71,1,136,91,City registration pending,49,140,3.7142857142857144
4586,50618497,Home in San Francisco · ★4.97 · Studio · 1 bath,264577957,Tom,Outer Sunset,37.75577,-122.50599,Entire home/apt,138,2,154,2023-11-12,5.26,3,73,57,STR-0004839,59,276,2.610169491525424
4587,50622262,Home in San Francisco · ★4.94 · 1 bedroom · 1 bed · 1.5 shared baths,8585109,Thea,Noe Valley,37.74278,-122.43433,Private room,66,2,68,2023-09-12,2.32,2,145,26,pending,120,132,0.5666666666666667
4588,50623131,Hostel in San Francisco · ★4.64 · 1 bedroom · 2 beds · 1 shared bath,76841544,Steve,Downtown/Civic Center,37.78113,-122.4156,Private room,82,1,97,2023-10-07,3.44,6,142,38,0475941,95,82,1.0210526315789474
4589,50623567,Hostel in San Francisco · ★4.68 · 1 bedroom · 3 beds · 1 private bath,76841544,Steve,Downtown/Civic Center,37.785835,-122.411598,Private room,95,1,44,2023-11-25,1.54,6,145,30,0475941,46,95,0.9565217391304348
4590,50623787,Hostel in San Francisco · ★4.70 · 1 bedroom · 1 bed · 1 shared bath,76841544,Steve,Downtown/Civic Center,37.78542,-122.41077,Private room,95,1,10,2023-05-12,0.35,6,132,2,0475941,243,95,0.0411522633744856
4591,50661344,Guest suite in San Francisco · ★4.98 · 1 bedroom · 1 bed · 1 bath,394914577,Gail,Haight Ashbury,37.76392,-122.44741,Entire home/apt,235,2,40,2023-11-17,2.75,1,109,30,2022-008457STR,54,470,0.7407407407407407
4592,50663591,Townhouse in San Francisco · 2 bedrooms · 3 beds · 2 baths,2484584,Atambir,Castro/Upper Market,37.75708,-122.43756,Entire home/apt,293,30,2,2022-08-08,0.07,1,179,0,pending,520,8790,0.0038461538461538464
4593,50679278,Rental unit in San Francisco · ★4.85 · 1 bedroom · 2 beds · 1 private bath,704771,Giulia,Western Addition,37.77864,-122.43146,Private room,149,1,174,2023-11-26,5.95,1,0,67,2023-002201STR,45,149,3.8666666666666667
4595,50700085,Home in San Francisco · ★4.67 · 1 bedroom · 1 bed · 1 bath,3871459,Giuliano,Inner Richmond,37.77754,-122.47567,Entire home/apt,120,30,6,2021-09-09,0.21,1,2,0,1125671,853,3600,0.007033997655334115
4597,50730080,Rental unit in San Francisco · ★4.83 · 4 bedrooms · 5 beds · 1 bath,409952387,Jamie,Haight Ashbury,37.77040606973599,-122.4428304580001,Entire home/apt,425,3,6,2023-04-28,0.33,1,364,2,STR-0002407,257,1275,0.023346303501945526
4599,50734589,Guesthouse in San Francisco · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,30437251,Steve,Russian Hill,37.7993,-122.41903,Entire home/apt,471,30,20,2023-10-01,0.88,1,302,4,City registration pending,101,14130,0.19801980198019803
4600,50749922,Villa in San Francisco · ★4.67 · 1 bedroom · 3 beds · 1 shared bath,15376205,Simon,Bayview,37.71425,-122.38943,Private room,76,1,6,2022-08-02,0.21,3,0,0,2022-005766STR,526,76,0.011406844106463879
4603,50793241,Home in San Francisco · ★4.43 · 1 bedroom · 1 bed · 1 shared bath,106820066,Zhen,Bernal Heights,37.73195,-122.42827,Private room,48,2,76,2023-11-12,2.59,1,173,6,2023-001773STR,59,96,1.2881355932203389
4604,50799581,Guest suite in San Francisco · ★4.94 · 1 bedroom · 1 bed · 1 bath,405598639,Aleksandra,Outer Mission,37.72613,-122.44654,Entire home/apt,100,2,140,2023-12-01,4.91,3,66,55,STR-0005008,40,200,3.5
4605,50824084,Condo in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,90565,Elisabeth,Mission,37.758256,-122.4196164,Private room,105,1,12,2023-11-05,0.81,1,336,8,2022-007506STR,66,105,0.18181818181818182
4606,50826010,Serviced apartment in San Francisco · ★4.93 · 1 bedroom · 2 beds · 1 bath,410863411,Louis & Chris,Western Addition,37.77395,-122.42404,Entire home/apt,300,2,74,2023-11-05,2.56,1,0,23,STR-0005065,66,600,1.121212121212121
4607,50827199,Guest suite in San Francisco · ★4.18 · Studio · 1 bed · 1 private bath,10538570,Anna,West of Twin Peaks,37.73611,-122.45552,Private room,110,1,17,2023-09-27,0.58,4,356,9,STR-0004821,105,110,0.1619047619047619
4608,50832759,Guest suite in San Francisco · ★4.87 · 1 bedroom · 2 beds · 1 bath,1422894,Lauren,Noe Valley,37.74798,-122.42827,Entire home/apt,149,3,76,2023-10-01,2.63,1,110,32,STR-0005433,101,447,0.7524752475247525
4609,50834115,Home in San Francisco · ★4.90 · 1 bedroom · 1 bed · 1 private bath,189949162,Joey,Outer Sunset,37.74574,-122.50511,Private room,84,1,249,2023-11-12,8.48,5,160,83,STR-0005723,59,84,4.220338983050848
4610,50875485,Hostel in San Francisco · ★4.72 · 1 bedroom · 1 bed · 1 private bath,407298390,San Francisco,Marina,37.800919,-122.425812,Private room,116,1,467,2023-10-16,15.96,9,364,48,Exempt,86,116,5.430232558139535
4611,50875936,Hostel in San Francisco · ★4.74 · 1 bedroom · 2 beds · 1 shared bath,407298390,San Francisco,Marina,37.79981,-122.42657,Shared room,39,1,179,2023-09-28,6.12,9,363,33,Exempt,104,39,1.7211538461538463
4612,50876053,Hostel in San Francisco · ★4.75 · 1 bedroom · 2 beds · 1 private bath,407298390,San Francisco,Marina,37.80002,-122.42535,Private room,146,1,32,2023-10-20,1.14,9,359,8,Exempt,82,146,0.3902439024390244
4615,50901173,Rental unit in San Francisco · ★4.71 · 1 bedroom · 2 beds · 1 bath,75975367,Colin,Western Addition,37.78408,-122.44227,Entire home/apt,180,30,38,2023-10-28,1.41,1,365,13,pending,74,5400,0.5135135135135135
4616,50904287,Home in San Francisco · ★4.97 · 3 bedrooms · 6 beds · 2 baths,353525007,Susan,Bernal Heights,37.74541,-122.4085,Entire home/apt,323,2,113,2023-11-16,3.92,1,0,39,STR-0004723,55,646,2.0545454545454547
4619,50923567,Place to stay in San Francisco · ★4.95 · 2 bedrooms · 3 beds · 2 baths,3980939,Julia,Outer Richmond,37.77238,-122.5,Entire home/apt,555,2,78,2023-11-26,2.71,1,52,33,2022-008606STR,45,1110,1.7333333333333334
4621,50936636,Guest suite in San Francisco · ★4.92 · 2 bedrooms · 2 beds · 1 bath,144910053,Anna,Parkside,37.74372,-122.47458,Entire home/apt,196,2,74,2023-11-25,4.06,1,159,44,2022-004888STR,46,392,1.608695652173913
4622,50940300,Villa in San Francisco · ★5.0 · 2 bedrooms · 5 beds · 1.5 baths,15376205,Simon,Bayview,37.71651,-122.38939,Private room,142,1,3,2022-06-26,0.11,3,0,0,2022-005766STR,563,142,0.0053285968028419185
4625,51002009,Condo in San Francisco · ★4.86 · 2 bedrooms · 2 beds · 1 bath,73664622,Matt,Outer Mission,37.72064,-122.44384,Entire home/apt,150,180,7,2023-07-16,0.45,1,88,2,2022-009209STR,178,27000,0.03932584269662921
4626,51023575,Guest suite in San Francisco · ★4.96 · 1 bedroom · 2 beds · 1 bath,374199076,Aileen,Inner Richmond,37.77932,-122.44743,Entire home/apt,238,2,113,2023-11-12,3.93,1,161,33,pending,59,476,1.9152542372881356
4627,51027403,Condo in San Francisco · ★5.0 · 1 bedroom · 2 beds · 1 bath,8091342,William,Western Addition,37.78076,-122.44039,Entire home/apt,200,10,4,2023-02-25,0.29,1,0,2,2022-009573STR,319,2000,0.012539184952978056
4628,51044188,Rental unit in San Francisco · ★4.94 · 1 bedroom · 1 bed · 1 bath,412979963,Maki,Outer Richmond,37.777756,-122.478989,Entire home/apt,146,1,64,2023-11-29,2.26,1,86,30,2023-005632STR,42,146,1.5238095238095237
4632,51048784,Condo in San Francisco · ★5.0 · 2 bedrooms · 2 beds · 1 shared bath,3926041,Jason,Western Addition,37.774323,-122.43644,Private room,199,2,22,2023-11-12,1.35,3,262,17,STR-0001502,59,398,0.3728813559322034
4633,51050512,Guest suite in San Francisco · ★4.91 · 1 bedroom · 2 beds · 2 baths,10556833,Peter,Inner Sunset,37.76176,-122.45366,Entire home/apt,191,1,137,2023-08-14,4.72,1,0,39,STR-0005162,149,191,0.9194630872483222
4634,51065674,Condo in San Francisco · ★4.88 · 2 bedrooms · 2 beds · 1 bath,413175220,Susan,Outer Richmond,37.7842,-122.48576,Entire home/apt,97,30,25,2023-08-28,0.87,1,129,2,pending,135,2910,0.18518518518518517
4639,51099172,Condo in San Francisco · 1 bedroom · 2 beds · 1 bath,410094341,Park Royal Powell Place At Nob Hill,Chinatown,37.79236,-122.40803,Entire home/apt,304,1,1,2022-07-15,0.06,37,192,0,Exempt,544,304,0.001838235294117647
4641,51103827,Condo in San Francisco · 1 bedroom · 2 beds · 1 bath,410094341,Park Royal Powell Place At Nob Hill,Chinatown,37.79205,-122.408,Entire home/apt,304,1,2,2022-07-15,0.11,37,164,0,Exempt,544,304,0.003676470588235294
4643,51104185,Condo in San Francisco · Studio · 1 bed · 1 bath,410094341,Park Royal Powell Place At Nob Hill,Chinatown,37.79215,-122.40765,Entire home/apt,261,1,1,2022-06-10,0.06,37,206,0,Exempt,579,261,0.0017271157167530224
4645,51106622,Guest suite in San Francisco · ★4.99 · Studio · 1 bed · 1 bath,11515755,Darren,Mission,37.75821,-122.41447,Entire home/apt,221,2,86,2023-11-18,3.09,1,0,31,City Registration Pending,53,442,1.6226415094339623
